rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,sample,label
5.0,no,bkcchi,2 (stereo),2014-08-26,both,51,XC210516.mp3,level,Black-capped Chickadee,4-6,XC210516 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Elm Creek Park Reserve, Maple Grove, MN",45.1545,44100 (Hz),"call, song",280 m,Same bird as XC210518.,320000 (bps),mp3,level,,210516,https://www.xeno-canto.org/210516,United States,Greg Irving,Poecile atricapillus_Black-capped Chickadee,-93.4499,0-3(s),14:30,Greg Irving,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkcchi/XC210516.npy,10
5.0,no,cangoo,1 (mono),2019-03-23,Not specified,30,XC463327.mp3,Not specified,Canada Goose,Not specified,XC463327 Canada Goose (Branta canadensis),[],yes,Branta canadensis," Great Britain (near  Thetford), Norfolk, England",52.4129,16000 (Hz),call,20 m,"Aggressive calls, accompanied by neck-stretching,  between two birds on river; also a passing vehicle.",128000 (bps),mp3,Not specified,,463327,https://www.xeno-canto.org/463327,United Kingdom,Andrew Harrop,Branta canadensis_Canada Goose,0.7517,Not specified,12:48,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,cangoo/XC463327.npy,25
2.5,no,westan,2 (stereo),2015-11-29,Not specified,14,XC292596.mp3,Not specified,Western Tanager,Not specified,XC292596 Western Tanager (Piranga ludoviciana),"[""Cardellina pusilla_Wilson's Warbler"", 'Leiothlypis peregrina_Tennessee Warbler', 'Zenaida asiatica_White-winged Dove']",yes,Piranga ludoviciana," El Tizatillo, near Tegucigalpa",13.9641,44100 (Hz),call,1300 m,,192000 (bps),mp3,Not specified,Wilson's Warbler (Cardellina pusilla); Tennessee Warbler (Leiothlypis peregrina); White-winged Dove (Zenaida asiatica),292596,https://www.xeno-canto.org/292596,Honduras,Alfonso Auerbach,Piranga ludoviciana_Western Tanager,-87.1881,Not specified,09:30,Alfonso Auerbach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,westan/XC292596.npy,91
2.5,yes,hamfly,2 (stereo),2016-05-10,decreasing,81,XC316006.mp3,level,Hammond's Flycatcher,1-3,XC316006 Hammond's Flycatcher (Empidonax hammondii),['Haemorhous purpureus_Purple Finch'],yes,Empidonax hammondii," Port Orchard, Kitsap County, Washington",47.4768,44100 (Hz),song,140 m,"Removed some areas where I made sound.  Amplified and normalized.  I believe there is some background noise from a plane.  Habitat: about 40 ft. up in mature, second growth, evergreen forest.  Camp Calvinwood is an ""closed"" state park.",160000 (bps),mp3,level,Purple Finch (Haemorhous purpureus),316006,https://www.xeno-canto.org/316006,United States,Chazz Hesselein,Empidonax hammondii_Hammond's Flycatcher,-122.7022,0-3(s),10:00,Chazz Hesselein,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hamfly/XC316006.npy,44
5.0,no,tuftit,1 (mono),2014-02-17,Not specified,265,XC167849.mp3,Not specified,Tufted Titmouse,Not specified,XC167849 Tufted Titmouse (Baeolophus bicolor),[],yes,Baeolophus bicolor," Tosohatchee Wildlife Management Area, Orange County, Florida",28.5037,48000 (Hz),call,10 m,,128000 (bps),mp3,Not specified,,167849,https://www.xeno-canto.org/167849,United States,Paul Marvin,Baeolophus bicolor_Tufted Titmouse,-80.9798,Not specified,10:24,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,tuftit/XC167849.npy,86
1.0,no,evegro,2 (stereo),2014-12-07,Not specified,28,XC205681.mp3,Not specified,Evening Grosbeak,Not specified,XC205681 Evening Grosbeak (Hesperiphona vespertina),[],yes,Hesperiphona vespertina," Big Bear City Hall, San Bernardino County, California",34.2375,44100 (Hz),"call, flight call",2100 m,"Type 1 and 2 evening grosbeaks.  Recorded next to Big Bear City Hall in an area with ponderosa, lodgepole, and sugar pine, incense cedar, junipers, poplars, willows, cottonwoods, and some exotics.  

Birds seen only in flight, but also heard from the tops of nearby trees.  

Equipment: Olympus LS-10 with a Telinga 22 inch dish and a Sennheiser ME62 microphone.

Modifications to the file: cropped.

Relatively loud noise from machinery and traffic on a nearby street is also audible.",128000 (bps),mp3,Not specified,,205681,https://www.xeno-canto.org/205681,United States,Lance A. M. Benner,Coccothraustes vespertinus_Evening Grosbeak,-116.9353,Not specified,09:12,Lance A. M. Benner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC205681.npy,39
3.0,no,robgro,2 (stereo),2015-06-12,Not specified,21,XC278097.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC278097 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],yes,Pheucticus ludovicianus," Palo Verde Ecological Reserve-Phase 3B, Blythe, Riverside County, California",33.6846,44100 (Hz),"male, song",90 m,"Same individual as XC278095. Vagrant singing high in canopy while moving through restoration grove of Fremont cottonwoods and Goodding's willows. Amplification, low and high-pass filters used in Audacity.",128000 (bps),mp3,Not specified,,278097,https://www.xeno-canto.org/278097,United States,Eric Hough,Pheucticus ludovicianus_Rose-breasted Grosbeak,-114.5334,Not specified,08:30,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC278097.npy,77
2.5,no,canwar,1 (mono),2002-03-19,Not specified,112,XC242328.mp3,Not specified,Canada Warbler,Not specified,XC242328 Canada Warbler (Cardellina canadensis),['Phlogophilus hemileucurus_Ecuadorian Piedtail'],yes,Cardellina canadensis, Napo: 3 km NW Guagua Sumaco,-0.693,44100 (Hz),song,1260 m,Heavily logged humid forest. Reference: B: 547-567 (Hylsemx1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).,128000 (bps),mp3,Not specified,Ecuadorian Piedtail (Phlogophilus hemileucurus),242328,https://www.xeno-canto.org/242328,Ecuador,Niels Krabbe,Cardellina canadensis_Canada Warbler,-77.605,Not specified,07:28,Niels Krabbe,Creative Commons Attribution-ShareAlike 4.0,canwar/XC242328.npy,26
3.0,no,yebfly,1 (mono),2015-03-24,level,102,XC333956.mp3,level,Yellow-bellied Flycatcher,1-3,XC333956 Yellow-bellied Flycatcher (Empidonax flaviventris),[],no,Empidonax flaviventris," Campamento El Triunfo, Chiapas",15.6569,44100 (Hz),call,1900m m,wintering bird; calling from secondary slope encircled by primary forest,128000 (bps),mp3,level,,333956,https://www.xeno-canto.org/333956,Mexico,Richard E. Webster,Empidonax flaviventris_Yellow-bellied Flycatcher,-92.8091,0-3(s),06:57,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,yebfly/XC333956.npy,98
2.5,,moudov,1 (mono),2008-05-29,both,21,XC31137.mp3,level,Mourning Dove,4-6,XC31137 Mourning Dove (Zenaida macroura),"['Spinus tristis_American Goldfinch', 'Turdus migratorius_American Robin', 'Haemorhous mexicanus_House Finch']",,Zenaida macroura," Michigan, St. Clair County ",43.1256,48000 (Hz),Song,250 m,,101126 (bps),mp3,level,American Goldfinch (Spinus tristis); American Robin (Turdus migratorius); House Finch (Haemorhous mexicanus),31137,https://www.xeno-canto.org/31137,United States,Allen T. Chartier,Zenaida macroura_Mourning Dove,-82.6098,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,moudov/XC31137.npy,62
2.5,,westan,1 (mono),2007-03-01,Not specified,25,XC65766.mp3,Not specified,Western Tanager,Not specified,XC65766 Western Tanager (Piranga ludoviciana),['Setophaga coronata_Yellow-rumped Warbler'],,Piranga ludoviciana," Hotel Mission los Angeles, Oaxaca City, Oaxaca",17.0739,44100 (Hz),call,1550 m,"Natural calls from several at dawn as they foraged in bottlebrush tree on hotel grounds. Giving 'chew-er' calls, accompanied by 'vit' notes from Audubon's Warblers.",128000 (bps),mp3,Not specified,Myrtle Warbler (Setophaga coronata),65766,https://www.xeno-canto.org/65766,Mexico,Daniel Lane,Piranga ludoviciana_Western Tanager,-96.7228,Not specified,06:35,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,westan/XC65766.npy,91
3.0,no,caster1,2 (stereo),2013-12-12,Not specified,17,XC181201.mp3,Not specified,Caspian Tern,Not specified,XC181201 Caspian Tern (Hydroprogne caspia),[],yes,Hydroprogne caspia," Mud Islands, Victoria",-38.2717,44100 (Hz),call,0 m,Several birds calling in flight to defend a nesting colony.,128000 (bps),mp3,Not specified,,181201,https://www.xeno-canto.org/181201,Australia,nick talbot,Hydroprogne caspia_Caspian Tern,144.7645,Not specified,10:00,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,caster1/XC181201.npy,29
3.0,no,brdowl,1 (mono),2016-07-02,Not specified,14,XC325415.mp3,Not specified,Barred Owl,Not specified,XC325415 Barred Owl (Strix varia),[],yes,Strix varia," Dover, Kent County, Delaware",39.1742,44100 (Hz),"begging call, call, juvenile",10 m,"Filtered and amplified. 1 adult, 2 juvenile.",64097 (bps),mp3,Not specified,,325415,https://www.xeno-canto.org/325415,United States,Jerald R,Strix varia_Barred Owl,-75.5424,Not specified,20:00,Jerald R,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,brdowl/XC325415.npy,16
3.0,,annhum,1 (mono),2014-06-24,Not specified,17,XC183580.mp3,Not specified,Anna's Hummingbird,Not specified,XC183580 Anna's Hummingbird (Calypte anna),[],,Calypte anna," Saanich (near  Victoria), Capital, British Columbia",48.4956,48000 (Hz),"call, female, wing sounds",60 m,,128000 (bps),mp3,Not specified,,183580,https://www.xeno-canto.org/183580,Canada,Ian Cruickshank,Calypte anna_Anna's Hummingbird,-123.4112,Not specified,10:00,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,annhum/XC183580.npy,5
3.0,no,robgro,1 (mono),2014-05-15,Not specified,42,XC184994.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC184994 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],yes,Pheucticus ludovicianus," Spirit Lake (near  Orleans), Dickinson County, Iowa",43.4773,8000 (Hz),song,420 m,,29157 (bps),mp3,Not specified,,184994,https://www.xeno-canto.org/184994,United States,Derek Bakken,Pheucticus ludovicianus_Rose-breasted Grosbeak,-95.1294,Not specified,17:30,Derek Bakken,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC184994.npy,77
3.0,no,annhum,2 (stereo),2018-11-21,Not specified,14,XC462771.mp3,Not specified,Anna's Hummingbird,Not specified,XC462771 Anna's Hummingbird (Calypte anna),[],yes,Calypte anna," 2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,44100 (Hz),call,60 m,Recording amplified. High pass filter.,192000 (bps),mp3,Not specified,,462771,https://www.xeno-canto.org/462771,United States,Thomas Magarian,Calypte anna_Anna's Hummingbird,-122.6912,Not specified,11:12,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,annhum/XC462771.npy,5
3.0,no,robgro,1 (mono),2013-08-15,Not specified,52,XC145611.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC145611 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],yes,Pheucticus ludovicianus," Westport, Bristol, Massachusetts",41.4914,44100 (Hz),flight call,0 m,Bird perched while giving its flight call. Recorded with an iPhone and Tascam iM4 mounted on a parabola.,128000 (bps),mp3,Not specified,,145611,https://www.xeno-canto.org/145611,United States,Paul J Champlin,Pheucticus ludovicianus_Rose-breasted Grosbeak,-71.0393,Not specified,07:00,Paul J Champlin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,robgro/XC145611.npy,77
5.0,no,mallar3,2 (stereo),2018-09-18,Not specified,22,XC437498.mp3,Not specified,Mallard,Not specified,XC437498 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Gloyd Seeps, Grant County, Washington",47.3127,48000 (Hz),"Wing Noise, alarm call",360 m,Bird flew from the reeds in a small pond/wetlands,101461 (bps),mp3,Not specified,,437498,https://www.xeno-canto.org/437498,United States,Bruce Lagerquist,Anas platyrhynchos_Mallard,-119.3347,Not specified,07:00,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC437498.npy,59
2.5,no,evegro,2 (stereo),2019-03-30,Not specified,41,XC464362.mp3,Not specified,Evening Grosbeak,Not specified,XC464362 Evening Grosbeak (Hesperiphona vespertina),['Cardinalis cardinalis_Northern Cardinal'],yes,Hesperiphona vespertina," Wellfleet, Barnstable County, Massachusetts",41.9548,44100 (Hz),"call, male",10 m,,128081 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis),464362,https://www.xeno-canto.org/464362,United States,Will Sweet,Coccothraustes vespertinus_Evening Grosbeak,-70.0325,Not specified,14:00,Will Sweet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC464362.npy,39
2.0,no,btnwar,2 (stereo),2016-07-10,decreasing,40,XC412909.mp3,level,Black-throated Green Warbler,4-6,XC412909 Black-throated Green Warbler (Setophaga virens),[],no,Setophaga virens," Blandford-Blenheim (near  Innerkip), Oxford County, Ontario",43.2267,44100 (Hz),"call, male, song",320 m,"The bird was heard singing repeatedly from a mixed woods area, dominated by conifers (mostly hemlocks it seemed). In the recording, you can also make out chipping calls between song phrases. I am assuming it was a male, but the bird was not actually seen. The recording was not modified significantly except to increase the volume of the clip from end-to-end.",192000 (bps),mp3,both,,412909,https://www.xeno-canto.org/412909,Canada,Kellie,Setophaga virens_Black-throated Green Warbler,-80.6419,0-3(s),13:00,Kellie,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,btnwar/XC412909.npy,19
5.0,no,daejun,2 (stereo),2019-08-24,Not specified,17,XC494258.mp3,Not specified,Dark-eyed Junco,Not specified,XC494258 Dark-eyed Junco (Junco hyemalis),[],yes,Junco hyemalis," Coconino National Forest (near  Payson), Coconino County, Arizona",34.429,48000 (Hz),song,2300 m,"Sound Devices MixPre-3 Wildtronics Model #WTPMMSA 22” Parabolic Reflector, phoenixbirder@gmail.com",192000 (bps),mp3,Not specified,,494258,https://www.xeno-canto.org/494258,United States,Phoenix Birder,Junco hyemalis_Dark-eyed Junco,-111.333,Not specified,06:50,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,daejun/XC494258.npy,35
5.0,no,balori,2 (stereo),2019-08-21,Not specified,38,XC493544.mp3,Not specified,Baltimore Oriole,Not specified,XC493544 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Hawk Rise Sanctuary (near  Linden), Union County, New Jersey",40.6052,48000 (Hz),call,0 m,one syllable call,200519 (bps),mp3,Not specified,,493544,https://www.xeno-canto.org/493544,United States,William Whitehead,Icterus galbula_Baltimore Oriole,-74.2495,Not specified,08:00,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,balori/XC493544.npy,7
3.0,no,rocpig,2 (stereo),2017-05-21,Not specified,138,XC387814.mp3,Not specified,Rock Dove,Not specified,XC387814 Rock Dove (Columba livia),[],yes,Columba livia," Augsburg, Untere Jakobermauer ",48.367,44100 (Hz),"call, male",480 m,Columba livia domestica -'display calls'  --  in city habitat -  habi: 'unte-jakomau-CIY1',320000 (bps),mp3,Not specified,,387814,https://www.xeno-canto.org/387814,Germany,johannes buhl,Columba livia_Rock Pigeon,10.9056,Not specified,09:30,johannes buhl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rocpig/XC387814.npy,78
3.0,no,rocpig,2 (stereo),2017-05-21,Not specified,22,XC387812.mp3,Not specified,Rock Dove,Not specified,XC387812 Rock Dove (Columba livia),[],yes,Columba livia," Augsburg, Vogelmauer ",48.367,44100 (Hz),"call, male",480 m,"Columba livia domestica -""display calls""  --  in city habitat -  habi: 'voelmau-schul-CIY1'",320000 (bps),mp3,Not specified,,387812,https://www.xeno-canto.org/387812,Germany,johannes buhl,Columba livia_Rock Pigeon,10.9056,Not specified,08:30,johannes buhl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rocpig/XC387812.npy,78
3.0,no,brdowl,2 (stereo),2016-06-27,Not specified,23,XC324820.mp3,Not specified,Barred Owl,Not specified,XC324820 Barred Owl (Strix varia),[],no,Strix varia," Minnesota Valley NWR, Bass Ponds, Hennepin, Minnesota",44.84,44100 (Hz),call,220 m,Shortened intervals between calls; unmodified recording is 56 seconds. There are four calls in this recording. The second call is higher pitched and I assume it is a juvenile. Recorded in a wooded area where two owlets were fledged earlier in the year.,128000 (bps),mp3,Not specified,,324820,https://www.xeno-canto.org/324820,United States,Dale Carlson,Strix varia_Barred Owl,-93.236,Not specified,15:00,Dale Carlson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,brdowl/XC324820.npy,16
2.5,,yebfly,1 (mono),1994-02-23,level,17,XC28446.mp3,level,Yellow-bellied Flycatcher,1-3,XC28446 Yellow-bellied Flycatcher (Empidonax flaviventris),['Ramphastos sulfuratus_Keel-billed Toucan'],,Empidonax flaviventris," Rio Bravo Research Area, Orange Walk Dist.  ",17.777,44100 (Hz),call,100 m,Natural calls.,128000 (bps),mp3,level,Keel-billed Toucan (Ramphastos sulfuratus),28446,https://www.xeno-canto.org/28446,Belize,Daniel Lane,Empidonax flaviventris_Yellow-bellied Flycatcher,-89.0114,0-3(s),?,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,yebfly/XC28446.npy,98
4.5,no,pinsis,2 (stereo),2018-12-30,Not specified,292,XC448015.mp3,Not specified,Pine Siskin,Not specified,XC448015 Pine Siskin (Spinus pinus),"['Thryothorus ludovicianus_Carolina Wren', 'Junco hyemalis_Dark-eyed Junco', 'Zonotrichia albicollis_White-throated Sparrow']",yes,Spinus pinus," Lacey Township, Ocean County, New Jersey",39.8537,48000 (Hz),"call, song",10 m,Flock of 155 Pine Siskins attending feeders,128000 (bps),mp3,Not specified,Carolina Wren (Thryothorus ludovicianus); Dark-eyed Junco (Junco hyemalis); White-throated Sparrow (Zonotrichia albicollis),448015,https://www.xeno-canto.org/448015,United States,Amy Davis,Spinus pinus_Pine Siskin,-74.2059,Not specified,08:00,Amy Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,pinsis/XC448015.npy,70
3.0,yes,brdowl,2 (stereo),2015-12-26,Not specified,91,XC297982.mp3,Not specified,Barred Owl,Not specified,XC297982 Barred Owl (Strix varia),[],no,Strix varia," Blake Road, Sidney, Kennebec County, Maine",44.4482,48000 (Hz),call,110 m,"Previously entered as ""unknown"" but now identified as a barred owl.  I am leaving the orginal comments below for the sake of completeness. Thank you to everyone for your comments!  --Lance



Unknown sound.  Heard after playing a great horned owl recording.   The sounds continued after I played barred owl, northern saw-whet owl, and long-eared owl recordings.  The source of the sounds moved at least twice during the ~25 minutes that I heard it.

I have heard barred and northern saw-whet owl at this location previously (most recently only about six weeks earlier) but this sound doesn't match any by those species that I've ever heard.  I checked every barred owl recording on Xeno-Canto and in the Cornell Master Set but these vocalizations don't match any of them.  I also checked all the Great Horned Owl and Northern Saw-whet Owl vocalizations in the Cornell Master Set and found nothing that matched.

It's possible that this is not a bird and perhaps a mammal.

Recorded in a wet forest adjacent to agricultural fields.  Sounds of traffic from nearby  interstate 95 are also audible.

Equipment: Sony PCM-M10 recorder and a Sennheiser ME67 microphone.
Modifications to the file: amplified by 10 dB.",128000 (bps),mp3,Not specified,,297982,https://www.xeno-canto.org/297982,United States,Lance A. M. Benner,Strix varia_Barred Owl,-69.7501,Not specified,17:24,Lance A. M. Benner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,brdowl/XC297982.npy,16
